ID,Dim1,Dim2,Dim3,Referendum,Option_Ind,Option_SouAss,Option_Prov,Argument_Droit,Argument_Resssources,Argument_Faisable,Honte_Racisme,Honte_Colonialisme,Futur_Francais,Futur_Economie,Futur_culture,Opinion_Immigration,Opinion_sociale,Opinion_economique,Opinion_feministe,Opinion_lgbtq,Attitude_risque,Vote_provincial,Vote_federal,Genre,Langue,Age,Origine,Scolarite,Revenus
Ind_951,-0.70568,-0.525864,1.576823,Sou_NSP,CONTRE,POUR,NSP,NEUTRE,POUR,NEUTRE,ACCORD,DÉSACCORD,NSP,NSP,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: neutre,Féministe: POUR féministe,Feministre: NEUTRE féministe,NSP,PCQ,BQ,Femme,Francophones,60 ans et plus,Né Ailleurs,Collégial,NSP
Ind_952,-2.167382,-0.808063,-1.715381,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,NEUTRE,NEUTRE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,PVQ,Homme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_953,0.321561,0.370164,0.899059,Sou_OUI,POUR,NSP,POUR,NEUTRE,CONTRE,NEUTRE,NEUTRE,NEUTRE,NSP,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité mixte,Economie: privé seulement,Feministe: CONTRE féministe,NSP,Risque facile,PCQ,PCC,Homme,Non francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_954,1.326554,0.085901,-1.134614,Sou_NON,CONTRE,CONTRE,POUR,POUR,POUR,CONTRE,ACCORD,ACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité collective,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PLQ,Vote fed: NSP,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_955,-2.331748,-0.617772,-0.628083,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,DÉSACCORD,NEUTRE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus élevés
Ind_956,-2.500096,1.069413,-0.431999,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,NEUTRE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité individuelle,Economie: neutre,Feministe: CONTRE féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Secondaire,Revenus élevés
Ind_957,-2.485911,-0.126611,-0.833602,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,NEUTRE,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité collective,NSP,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Secondaire,NSP
Ind_958,-2.421323,-0.151642,-1.331453,Sou_OUI,POUR,CONTRE,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Homme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus élevés
Ind_959,1.437261,0.118171,1.596715,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,NSP,NSP,NSP,NSP,NSP,CONTRE,Responsabilité mixte,NSP,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,NSP,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_960,0.920691,-2.137855,0.858241,Sou_NSP,CONTRE,CONTRE,POUR,NSP,NSP,NEUTRE,ACCORD,ACCORD,NEUTRE,PESSIMISTE,NSP,NEUTRE,NSP,Economie: neutre,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,Vote fed: NSP,Femme,Francophones,18-39 ans,Né Canada,Universitaire,NSP
Ind_961,1.885355,-0.597659,-1.468006,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,NEUTRE,NSP,PESSIMISTE,NSP,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_962,0.404471,-0.401388,1.641261,Sou_NSP,NSP,CONTRE,POUR,NEUTRE,NEUTRE,NSP,ACCORD,DÉSACCORD,NEUTRE,NSP,NSP,CONTRE,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque difficile,PCQ,PCC,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus élevés
Ind_963,-0.95997,0.707282,-0.538898,Sou_OUI,POUR,POUR,POUR,POUR,POUR,POUR,DÉSACCORD,NEUTRE,PESSIMISTE,OPTIMISTE,PESSIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,NSP,NSP,Risque facile,PCQ,PLC,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_964,2.123292,-0.069984,-1.188184,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité collective,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PLQ,PLC,Femme,Non francophones,60 ans et plus,Né Canada,Secondaire,Revenus moyens
Ind_965,2.32937,0.143717,-0.012762,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,ACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,NSP,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_966,-1.519866,-0.673742,-0.504985,Sou_NSP,NSP,POUR,POUR,POUR,POUR,POUR,NEUTRE,NEUTRE,OPTIMISTE,NEUTRE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_967,0.336413,-1.150737,-1.769961,Sou_NON,CONTRE,CONTRE,CONTRE,POUR,CONTRE,NEUTRE,ACCORD,ACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,NPD,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_968,1.420724,-1.549573,-1.018068,Sou_NON,CONTRE,CONTRE,CONTRE,CONTRE,NSP,NSP,ACCORD,ACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,60 ans et plus,Né Canada,Secondaire,Revenus bas
Ind_969,0.021254,-0.551333,2.28402,Sou_NSP,POUR,POUR,POUR,NEUTRE,NEUTRE,NEUTRE,NSP,NSP,NEUTRE,PESSIMISTE,NSP,CONTRE,Responsabilité individuelle,NSP,NSP,NSP,Risque facile,NSP,Vote fed: NSP,Femme,Francophones,18-39 ans,Né Canada,Secondaire,Revenus moyens
Ind_970,0.212374,0.017492,1.952337,Sou_NON,POUR,POUR,POUR,NEUTRE,NEUTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,NSP,Vote fed: NSP,Homme,Francophones,18-39 ans,Né Canada,Secondaire,Revenus moyens
Ind_971,0.844874,-0.615961,0.819095,Sou_NON,CONTRE,CONTRE,POUR,NEUTRE,NEUTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,NEUTRE,NEUTRE,NEUTRE,Responsabilité mixte,Economie: privé et public,NSP,NSP,Risque facile,CAQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_972,-2.289546,-1.329037,-1.377995,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_973,1.683275,-0.474299,-0.183377,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,NSP,DÉSACCORD,ACCORD,NEUTRE,NEUTRE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: neutre,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_974,0.235677,-0.936526,0.731385,Sou_NON,CONTRE,POUR,POUR,CONTRE,POUR,POUR,ACCORD,NSP,OPTIMISTE,NSP,NEUTRE,NEUTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque difficile,Vote prov: NSP,Vote fed: NSP,Femme,Non francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_975,-2.354052,-1.54238,-0.975856,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,NEUTRE,OPTIMISTE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,QS,BQ,Femme,Francophones,18-39 ans,Né Canada,Collégial,NSP
Ind_976,0.443566,-1.951189,-0.700412,Sou_NON,CONTRE,NSP,POUR,POUR,NEUTRE,CONTRE,ACCORD,NEUTRE,OPTIMISTE,PESSIMISTE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,NPD,Femme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_977,2.020381,-1.076754,-1.262922,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,NEUTRE,POUR,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_978,-1.926294,0.328355,-0.828173,Sou_OUI,POUR,POUR,POUR,POUR,POUR,POUR,NEUTRE,NEUTRE,OPTIMISTE,NEUTRE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus élevés
Ind_979,1.545697,-0.815919,0.757744,Sou_NON,CONTRE,NSP,POUR,NEUTRE,CONTRE,CONTRE,ACCORD,ACCORD,PESSIMISTE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité collective,Economie: neutre,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque difficile,NSP,PLC,Femme,Francophones,40-59 ans,Né Canada,Secondaire,NSP
Ind_980,-0.865852,-0.01564,-0.657922,Sou_NON,POUR,POUR,POUR,POUR,POUR,POUR,ACCORD,ACCORD,PESSIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_981,1.408087,-1.57582,-1.357764,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,NSP,ACCORD,ACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,18-39 ans,Né Canada,Universitaire,NSP
Ind_982,-2.58624,-0.807708,-0.581598,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,NEUTRE,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_983,-1.253562,0.252974,-1.195519,Sou_OUI,POUR,POUR,POUR,CONTRE,POUR,POUR,NEUTRE,ACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé et public,Feministe: CONTRE féministe,Feministre: NEUTRE féministe,Risque facile,PLQ,PLC,Homme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_984,-0.331606,-2.407739,1.613725,Sou_NSP,NSP,NSP,NSP,NEUTRE,NSP,NSP,NEUTRE,NEUTRE,OPTIMISTE,NSP,NSP,NEUTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,Vote fed: NSP,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_985,-2.300217,-0.671719,-0.887451,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_986,-2.352693,-1.676221,-0.958005,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,BQ,Femme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus bas
Ind_987,2.022642,-0.524091,-1.573059,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,ACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque facile,PLQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus moyens
Ind_988,2.093369,-0.178229,-0.691784,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,NSP,CONTRE,ACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,NSP,Responsabilité mixte,Economie: privé et public,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,60 ans et plus,Né Ailleurs,Universitaire,Revenus bas
Ind_989,-2.535443,-1.265825,-0.770235,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,NEUTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_990,-1.933452,0.239896,-0.01465,Sou_OUI,POUR,POUR,POUR,POUR,POUR,POUR,ACCORD,ACCORD,NEUTRE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,40-59 ans,Né Canada,Secondaire,NSP
Ind_991,-0.081785,-1.1315,2.901798,Sou_NSP,NSP,NSP,NSP,NEUTRE,NEUTRE,NEUTRE,NSP,NSP,PESSIMISTE,NEUTRE,NSP,CONTRE,Responsabilité mixte,Economie: neutre,NSP,NSP,NSP,NSP,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_992,2.001678,-0.974735,-0.946151,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,ACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,NEUTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,CAQ,PLC,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_993,-2.621538,0.700641,-0.325212,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,NEUTRE,DÉSACCORD,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_994,1.1671,1.584956,0.484766,Sou_NON,CONTRE,CONTRE,POUR,POUR,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministe: CONTRE féministe,Feministe: CONTRE féministe,NSP,PCQ,Vote fed: NSP,Homme,Francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_995,0.85166,-0.995254,0.404332,Sou_NON,CONTRE,POUR,NSP,NSP,CONTRE,CONTRE,NSP,DÉSACCORD,NSP,PESSIMISTE,NSP,NEUTRE,Responsabilité collective,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,CAQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_996,-2.163721,0.74198,0.290926,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,NEUTRE,OPTIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministe: CONTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus élevés
Ind_997,1.666037,0.457337,0.161093,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,QS,BQ,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_998,0.991959,-0.188847,-0.254068,Sou_NON,CONTRE,CONTRE,POUR,POUR,CONTRE,CONTRE,NEUTRE,NEUTRE,OPTIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,QS,NPD,Femme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_999,1.609673,0.284944,0.212556,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,POUR,NSP,ACCORD,PESSIMISTE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,CAQ,PLC,Femme,Non francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_1000,-0.758102,-0.129691,2.0161,Sou_NSP,POUR,POUR,NSP,NSP,NSP,NSP,DÉSACCORD,DÉSACCORD,NSP,NEUTRE,NEUTRE,CONTRE,NSP,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,NSP,Vote fed: NSP,Femme,Francophones,60 ans et plus,Né Canada,Secondaire,NSP
Ind_1001,1.237223,-0.859947,1.23264,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,NEUTRE,NEUTRE,NEUTRE,NSP,PESSIMISTE,NSP,NSP,CONTRE,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,Vote fed: NSP,Femme,Non francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_1002,0.456821,-0.659855,2.346905,Sou_NSP,NSP,NSP,NSP,NEUTRE,NEUTRE,NEUTRE,NSP,NSP,NEUTRE,PESSIMISTE,NSP,CONTRE,Responsabilité mixte,Economie: neutre,NSP,NSP,Risque difficile,NSP,Vote fed: NSP,Homme,Non francophones,40-59 ans,Né Ailleurs,Universitaire,Revenus élevés
Ind_1003,0.706321,-0.884064,0.637589,Sou_NON,CONTRE,CONTRE,POUR,NEUTRE,POUR,NEUTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,BQ,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_1004,-2.101677,-0.070718,-0.388996,Sou_OUI,POUR,CONTRE,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque difficile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Secondaire,NSP
Ind_1005,2.141803,-0.226611,0.572526,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,NSP,NSP,NEUTRE,PESSIMISTE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: neutre,NSP,NSP,Risque difficile,PLQ,PLC,Femme,Non francophones,18-39 ans,Né Canada,Collégial,NSP
Ind_1006,-2.45776,1.307175,0.264439,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,PLC,Homme,Francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_1007,-2.45019,-0.432123,-0.855257,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,NEUTRE,DÉSACCORD,NEUTRE,NEUTRE,OPTIMISTE,NEUTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Homme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus bas
Ind_1008,-0.244519,-0.934558,1.14823,Sou_NSP,CONTRE,POUR,CONTRE,NEUTRE,NEUTRE,CONTRE,DÉSACCORD,NEUTRE,NEUTRE,NSP,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: neutre,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,CAQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_1009,0.793372,-1.278954,0.447555,Sou_NON,CONTRE,POUR,POUR,CONTRE,NEUTRE,NEUTRE,NEUTRE,NEUTRE,NSP,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,NPD,Femme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_1010,2.252002,-1.549756,-1.652754,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,ACCORD,NSP,PESSIMISTE,PESSIMISTE,POUR,NSP,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,PLC,Femme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_1011,-1.908476,-0.349316,0.222079,Sou_NON,POUR,POUR,CONTRE,POUR,POUR,NEUTRE,NEUTRE,ACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_1012,1.447655,1.12354,-0.254999,Sou_NON,CONTRE,CONTRE,POUR,POUR,CONTRE,CONTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,CAQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Secondaire,NSP
Ind_1013,0.578073,-0.826402,-1.080709,Sou_NON,CONTRE,CONTRE,POUR,POUR,NEUTRE,POUR,ACCORD,NEUTRE,NEUTRE,NEUTRE,NEUTRE,POUR,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,NPD,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus bas
Ind_1014,-0.427904,0.49569,1.271227,Sou_NON,CONTRE,POUR,POUR,NEUTRE,NEUTRE,NEUTRE,NEUTRE,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: neutre,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque difficile,NSP,BQ,Homme,Francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_1015,-1.238198,-0.868012,0.776155,Sou_NON,POUR,POUR,POUR,NEUTRE,POUR,POUR,NEUTRE,NEUTRE,PESSIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: neutre,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Secondaire,NSP
Ind_1016,-1.82376,0.487273,0.580758,Sou_OUI,POUR,POUR,CONTRE,POUR,NEUTRE,NEUTRE,ACCORD,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque difficile,NSP,PCC,Homme,Francophones,60 ans et plus,Né Canada,Secondaire,Revenus moyens
Ind_1017,0.113628,-1.859526,0.477319,Sou_NSP,CONTRE,POUR,POUR,POUR,NSP,NEUTRE,NEUTRE,NEUTRE,OPTIMISTE,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,PLC,Femme,Francophones,18-39 ans,Né Ailleurs,Collégial,Revenus moyens
Ind_1018,-2.269442,1.211148,-0.246466,Sou_OUI,POUR,CONTRE,CONTRE,POUR,POUR,POUR,ACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque difficile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_1019,0.748277,0.328645,0.818925,Sou_NON,CONTRE,POUR,POUR,POUR,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NSP,PESSIMISTE,NEUTRE,CONTRE,Responsabilité mixte,Economie: privé seulement,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque difficile,PCQ,NSP,Femme,Francophones,40-59 ans,Né Canada,Secondaire,NSP
